category,coordinates,startTime,endTime,from,to,type
Road Closed,"(-118.3386997083, 34.1015424394)",2024-02-29 05:01:30+00:00,2024-03-18 06:59:00+00:00,N Highland Ave (Hollywood Blvd),N Gardner St (Hollywood Blvd),Feature
Jam,"(-118.3414006928, 34.1003274101)",2024-03-11 22:17:00+00:00,2024-03-12 01:42:00+00:00,N Orange Dr,N Highland Ave,Feature
Jam,"(-118.3385253647, 34.0802845449)",2024-03-12 01:15:00+00:00,2024-03-12 01:41:00+00:00,Beverly Blvd (Highland Ave),Melrose Ave (Highland Ave),Feature
Jam,"(-118.3385106126, 34.0710604522)",2024-03-12 01:08:30+00:00,2024-03-12 01:41:00+00:00,W 3rd St (Highland Ave),Beverly Blvd (Highland Ave),Feature
Jam,"(-118.3472412029, 34.1034199883)",2024-03-11 22:02:00+00:00,2024-03-12 01:48:00+00:00,N Fuller Ave,N Highland Ave,Feature
Jam,"(-118.3383644322, 34.0614474013)",2024-03-12 01:19:00+00:00,2024-03-12 01:44:00+00:00,Wilshire Blvd (Highland Ave),W Olympic Blvd (Highland Ave),Feature
Jam,"(-118.3386433819, 34.0965361095)",2024-03-11 20:42:00+00:00,2024-03-12 01:51:00+00:00,Fountain Ave (Highland Ave),Odin St (Highland Ave),Feature
Jam,"(-118.3455809155, 34.097983158)",2024-03-11 22:31:00+00:00,2024-03-12 01:42:00+00:00,N Gardner St (W Sunset Blvd),Vine St (W Sunset Blvd),Feature
Jam,"(-118.3483274976, 34.0943581327)",2024-03-12 00:54:00+00:00,2024-03-12 01:46:00+00:00,N Poinsettia Pl,N Las Palmas Ave,Feature
Jam,"(-118.3348789016, 33.9446305302)",2024-03-12 01:10:30+00:00,2024-03-12 01:41:00+00:00,Club Dr,Yukon Ave,Feature
Jam,"(-118.3347085813, 34.0979885025)",2024-03-12 00:57:30+00:00,2024-03-12 01:41:00+00:00,Vine St (W Sunset Blvd),N Highland Ave (W Sunset Blvd),Feature
Jam,"(-118.3463077942, 33.9313093414)",2024-03-11 20:18:00+00:00,2024-03-12 02:29:00+00:00,exit [3],exit [7A],Feature
Jam,"(-118.3289887706, 34.0436389176)",2024-03-12 01:19:00+00:00,2024-03-12 01:41:00+00:00,Venice Blvd (Crenshaw Blvd),I-10 (Crenshaw Blvd),Feature
Jam,"(-118.343212525, 34.0906969259)",2024-03-12 00:21:00+00:00,2024-03-12 01:49:00+00:00,N la Brea Ave (Santa Monica Blvd/CA-2),Vine St (Santa Monica Blvd/CA-2),Feature
Road Closed,"(-118.3287902871, 34.0689401436)",2024-03-10 03:52:30+00:00,,W 3rd St,W 4th St,Feature
Road Closed,"(-118.3287795583, 34.0670760639)",2024-03-10 03:20:30+00:00,,W 4th St,W 3rd St,Feature
Jam,"(-118.3314993182, 34.0390590363)",2024-03-12 01:00:00+00:00,2024-03-12 01:47:00+00:00,I-10 (Crenshaw Blvd),Venice Blvd (Crenshaw Blvd),Feature
Jam,"(-118.3273485998, 34.0703013603)",2024-03-12 01:14:00+00:00,2024-03-12 01:41:00+00:00,W 3rd St (S Rossmore Ave),Beverly Blvd (N Rossmore Ave),Feature
Jam,"(-118.3308059672, 34.0481731316)",2024-03-12 01:17:30+00:00,2024-03-12 01:41:00+00:00,San Vicente Blvd (W Pico Blvd),Crenshaw Blvd (W Pico Blvd),Feature
Jam,"(-118.3314108053, 34.0834616463)",2024-03-11 23:57:30+00:00,2024-03-12 01:41:00+00:00,N Highland Ave (Melrose Ave),Vine St/N Rossmore Ave (Melrose Ave),Feature
Jam,"(-118.3265493015, 33.928623113)",2024-03-12 01:19:00+00:00,2024-03-12 01:41:00+00:00,Crenshaw Blvd,Simms Ave,Feature
Jam,"(-118.3296204308, 33.9633952366)",2024-03-12 00:36:00+00:00,2024-03-12 01:42:00+00:00,W Florence Ave (Crenshaw Blvd),CA-42/W Manchester Blvd (Crenshaw Blvd),Feature
Jam,"(-118.3273995617, 33.8727875646)",2024-03-12 01:07:00+00:00,2024-03-12 01:41:00+00:00,Torrance,Crenshaw Blvd,Feature
Jam,"(-118.3377099732, 33.9454915006)",2024-03-12 01:09:00+00:00,2024-03-12 01:46:00+00:00,S Prairie Ave/S Avenue of Champions (Century Blvd),Crenshaw Blvd (Century Blvd),Feature
Jam,"(-118.3264312843, 33.9411503324)",2024-03-12 01:02:30+00:00,2024-03-12 01:41:00+00:00,W Imperial Hwy (Crenshaw Blvd),W Arbor Vitae St (Crenshaw Blvd),Feature
Jam,"(-118.3402983049, 33.8701643545)",2024-03-11 23:23:30+00:00,2024-03-12 02:34:00+00:00,exit [42A],Western Avenue exit [38B],Feature
Jam,"(-118.3256816068, 34.0497248319)",2024-03-12 01:16:30+00:00,2024-03-12 01:41:00+00:00,W Olympic Blvd (Crenshaw Blvd),Venice Blvd (Crenshaw Blvd),Feature
Jam,"(-118.3269113997, 34.0551415664)",2024-03-12 01:12:30+00:00,2024-03-12 01:41:00+00:00,S Highland Ave (W Olympic Blvd),Crenshaw Blvd (W Olympic Blvd),Feature
Road Closed,"(-118.3226600984, 34.1640807888)",2024-03-01 00:47:00+00:00,,W Oak St,W Olive Ave,Feature
Jam,"(-118.3657135764, 33.9304201309)",2024-03-11 19:29:00+00:00,2024-03-12 02:26:00+00:00,Nash St (I-105),Crenshaw Blvd (I-105),Feature
Jam,"(-118.3177073994, 34.0424828578)",2024-03-12 01:20:00+00:00,2024-03-12 01:41:00+00:00,Venice Blvd (Arlington Ave),I-10 (Arlington Ave),Feature
Road Closed,"(-118.3176899651, 33.9833522331)",2024-03-09 15:15:00+00:00,,W Gage Ave (S Van Ness Ave),W Slauson Ave (S Van Ness Ave),Feature
Jam,"(-118.3176416853, 34.024630099)",2024-03-12 00:57:00+00:00,2024-03-12 01:45:00+00:00,W Jefferson Blvd (Arlington Ave),W Martin Luther King Jr Blvd (Arlington Ave),Feature
Jam,"(-118.3138275841, 34.0616955058)",2024-03-12 01:21:00+00:00,2024-03-12 01:41:00+00:00,Wilshire Blvd,S Wilton Pl,Feature
Jam,"(-118.3140770295, 34.067324152)",2024-03-12 00:45:00+00:00,2024-03-12 01:43:00+00:00,Wilshire Blvd (S Wilton Pl),Beverly Blvd (N Wilton Pl),Feature
Jam,"(-118.3158647219, 33.9761907164)",2024-03-12 01:15:00+00:00,2024-03-12 01:41:00+00:00,Cimarron St,W Florence Ave / S Gramercy Pl,Feature
Jam,"(-118.3118655482, 34.0954832912)",2024-03-11 20:57:00+00:00,2024-03-12 01:59:00+00:00,Western Ave (US-101),CA-170/CA-134 (US-101),Feature
Road Closed,"(-118.3116603592, 34.1830306422)",2024-03-08 15:13:00+00:00,,E Magnolia Blvd (N San Fernando Blvd),E Olive Ave (N San Fernando Blvd),Feature
Jam,"(-118.3100510338, 34.0875881944)",2024-03-12 01:21:00+00:00,2024-03-12 01:41:00+00:00,N Western Ave,N Wilton Pl,Feature
Jam,"(-118.3147408763, 34.1052760501)",2024-03-12 01:11:00+00:00,2024-03-12 01:41:00+00:00,N Bronson Ave (Franklin Ave),N Western Ave (Franklin Ave),Feature
Jam,"(-118.3091323772, 34.0719080609)",2024-03-12 00:55:30+00:00,2024-03-12 01:42:00+00:00,W 3rd St (Western Ave/CA-213),Beverly Blvd (Western Ave/CA-213),Feature
Jam,"(-118.3091444472, 34.0800592657)",2024-03-12 01:18:00+00:00,2024-03-12 01:41:00+00:00,Beverly Blvd (Western Ave/CA-213),Melrose Ave (Western Ave/CA-213),Feature
Jam,"(-118.3091109196, 34.0684975785)",2024-03-11 18:18:30+00:00,2024-03-12 01:50:00+00:00,W 3rd St (Western Ave/CA-213),Wilshire Blvd (Western Ave/CA-213),Feature
Jam,"(-118.3128713766, 34.0471820786)",2024-03-12 00:59:00+00:00,2024-03-12 01:47:00+00:00,Arlington Ave (W Pico Blvd),S Western Ave (W Pico Blvd),Feature
Jam,"(-118.3090210655, 34.0432338644)",2024-03-12 01:11:00+00:00,2024-03-12 01:43:00+00:00,Venice Blvd (Western Ave/CA-213),I-10 (Western Ave/CA-213),Feature
Road Closed,"(-118.3097492853, 34.181634489)",2024-03-08 15:13:00+00:00,,E Magnolia Blvd (N San Fernando Blvd),E Olive Ave (N San Fernando Blvd),Feature
Jam,"(-118.3087032238, 34.1891071584)",2024-03-12 01:20:30+00:00,2024-03-12 01:41:00+00:00,N 6th St,N Glenoaks Blvd,Feature
Jam,"(-118.3078529635, 34.0671685502)",2024-03-12 01:17:00+00:00,2024-03-12 01:41:00+00:00,W 4th St,W 3rd St,Feature
Jam,"(-118.3053169349, 34.1907097997)",2024-03-12 00:59:30+00:00,2024-03-12 01:41:00+00:00,N Kenneth Rd,N 6th St,Feature
Jam,"(-118.3032677272, 34.1017476031)",2024-03-12 00:56:30+00:00,2024-03-12 01:41:00+00:00,Hollywood Blvd / N Kingsley Dr,Hollywood Blvd,Feature
Accident,"(-118.3045109311, 33.9240163731)",2024-03-12 00:53:00+00:00,,S Western Ave (W 120th St),S Normandie Ave (W 120th St),Feature
Jam,"(-118.3004487255, 34.0799385381)",2024-03-12 01:12:30+00:00,2024-03-12 01:41:00+00:00,Beverly Blvd (N Normandie Ave),US-101/CA-2/Hollywood Fwy (N Normandie Ave),Feature
Jam,"(-118.3003561893, 34.0635744245)",2024-03-12 01:18:30+00:00,2024-03-12 01:41:00+00:00,W 3rd St (S Normandie Ave),W Olympic Blvd (S Normandie Ave),Feature
Road Closed,"(-118.3001912335, 33.9891471047)",2024-02-15 14:23:00+00:00,,W Slauson Ave (S Normandie Ave),W Vernon Ave (S Normandie Ave),Feature
Jam,"(-118.3002247611, 34.0222858361)",2024-03-12 00:27:33+00:00,2024-03-12 01:41:00+00:00,W Jefferson Blvd (S Normandie Ave),Exposition Blvd (S Normandie Ave),Feature
Jam,"(-118.3001027206, 34.0529367606)",2024-03-12 01:16:30+00:00,2024-03-12 01:42:00+00:00,W Pico Blvd (S Normandie Ave),Wilshire Blvd (S Normandie Ave),Feature
Jam,"(-118.3114658991, 34.036902503)",2024-03-12 01:15:30+00:00,2024-03-12 01:41:00+00:00,exit [11],exit [12],Feature
Jam,"(-118.3077684739, 34.0835179466)",2024-03-12 01:12:30+00:00,2024-03-12 01:44:00+00:00,N Western Ave (Melrose Ave),US-101/CA-2/Hollywood Fwy (Melrose Ave),Feature
Road Closed,"(-118.2919246653, 33.9364122117)",2024-02-15 00:04:08+00:00,,S Vermont Ave,S Budlong Ave,Feature
Jam,"(-118.299389253, 34.0690165889)",2024-03-12 00:51:30+00:00,2024-03-12 01:46:00+00:00,S Normandie Ave (W 3rd St),S Vermont Ave (W 3rd St),Feature
Jam,"(-118.2916095057, 34.0517404789)",2024-03-12 00:44:30+00:00,2024-03-12 01:41:00+00:00,W Olympic Blvd (S Vermont Ave),Venice Blvd (S Vermont Ave),Feature
Jam,"(-118.2915585438, 34.0362963328)",2024-03-12 01:15:00+00:00,2024-03-12 01:41:00+00:00,I-10/Santa Monica Fwy (S Vermont Ave),W Jefferson Blvd (S Vermont Ave),Feature
Jam,"(-118.2909550467, 33.8596272754)",2024-03-12 01:20:30+00:00,2024-03-12 01:35:00+00:00,I-110/Harbor Fwy (I-405),CA-213/Western Ave (I-405),Feature
Jam,"(-118.2958970168, 33.812216546)",2024-03-12 00:51:00+00:00,2024-03-12 01:44:00+00:00,Normandie Ave (Sepulveda Blvd),Vermont Ave (Sepulveda Blvd),Feature
Jam,"(-118.293204079, 34.1609895277)",2024-03-12 01:20:30+00:00,2024-03-12 01:44:00+00:00,Western Ave (I-5),CA-134/Ventura Fwy (I-5),Feature
Jam,"(-118.294333289, 33.8315834283)",2024-03-12 00:57:30+00:00,2024-03-12 01:42:00+00:00,Normandie Ave (Carson St),I-110/Harbor Fwy/Figueroa St (Carson St),Feature
Jam,"(-118.2921405831, 33.9986810704)",2024-03-12 01:07:00+00:00,2024-03-12 01:41:00+00:00,Kansas Ave,S Hoover St,Feature
Jam,"(-118.3003481427, 34.1562085343)",2024-03-11 20:47:00+00:00,2024-03-12 01:59:00+00:00,Bob Hope Dr exit [3],San Fernando Rd exit [6],Feature
Jam,"(-118.2842012444, 34.0598635564)",2024-03-12 01:10:00+00:00,2024-03-12 01:41:00+00:00,Wilshire Blvd (S Hoover St),W Olympic Blvd (S Hoover St),Feature
Jam,"(-118.2887703875, 34.1548647221)",2024-03-11 21:44:30+00:00,2024-03-12 01:41:00+00:00,CA-134 exit [144],CA-134 exit [144],Feature
Jam,"(-118.2812347213, 34.0072935973)",2024-03-12 01:09:00+00:00,2024-03-12 01:41:00+00:00,Vernon Ave exit [19B],S Flower St,Feature
Jam,"(-118.2810670832, 33.996485638)",2024-03-12 01:20:00+00:00,2024-03-12 01:41:00+00:00,I-110 S,S Hoover St,Feature
Jam,"(-118.2809866169, 34.0078729459)",2024-03-12 01:16:30+00:00,2024-03-12 01:41:00+00:00,Vernon Ave (I-110 HOV),I-110 (I-110 HOV),Feature
Jam,"(-118.2806553641, 34.0981735463)",2024-03-12 01:15:00+00:00,2024-03-12 01:41:00+00:00,Myra Ave,Talmadge St,Feature
Jam,"(-118.2805333236, 34.00377587)",2024-03-12 01:09:00+00:00,2024-03-12 01:45:00+00:00,S Main St (Vernon Ave),S Vermont Ave (W Vernon Ave),Feature
Jam,"(-118.2800921002, 33.9329280617)",2024-03-12 01:12:30+00:00,2024-03-12 01:41:00+00:00,I-110/Harbor Fwy/W El Segundo Blvd (I-110 HOV),I-110/Harbor Fwy (Los Angeles) (North) (I-110 HOV),Feature
Jam,"(-118.2796481946, 33.9338949952)",2024-03-12 01:13:00+00:00,2024-03-12 01:41:00+00:00,exit [7B],I-110 N,Feature
Jam,"(-118.279896299, 33.933530171)",2024-03-11 20:28:30+00:00,2024-03-12 01:55:00+00:00,I-105 (I-110),CA-42/Manchester Ave (I-110),Feature
Jam,"(-118.2789387503, 33.9708048111)",2024-03-12 01:13:30+00:00,2024-03-12 01:41:00+00:00,S Broadway,S Figueroa St,Feature
Jam,"(-118.2893524268, 34.1115296438)",2024-03-11 22:41:00+00:00,2024-03-12 01:44:00+00:00,N Vermont Ave (Los Feliz Blvd),Griffith Park Blvd/Roble Vista Dr (Los Feliz Blvd),Feature
Jam,"(-118.2750736871, 34.0567951504)",2024-03-12 01:08:00+00:00,2024-03-12 01:41:00+00:00,Wilshire Blvd,W 8th St,Feature
Jam,"(-118.2799767652, 34.0376280678)",2024-03-12 01:21:00+00:00,2024-03-12 01:41:00+00:00,exit [12],Adams Blvd exit [20C],Feature
Jam,"(-118.2776781121, 34.0551026777)",2024-03-12 00:56:00+00:00,2024-03-12 01:43:00+00:00,W 8th St (Alvarado St),W 3rd St (S Alvarado St),Feature
Jam,"(-118.2745828429, 34.0312202949)",2024-03-11 21:24:30+00:00,2024-03-12 01:59:00+00:00,I-110/I-10/Santa Monica Fwy (I-110),76th St (I-110),Feature
Jam,"(-118.2762860456, 34.0378868692)",2024-03-12 01:01:30+00:00,2024-03-12 01:41:00+00:00,Los Angeles,I-10 E,Feature
Jam,"(-118.2808458009, 34.0078448054)",2024-03-11 20:28:30+00:00,2024-03-12 01:55:00+00:00,Vernon Ave (I-110),I-110/I-10/Santa Monica Fwy (I-110),Feature
Jam,"(-118.2725752094, 34.1482557732)",2024-03-11 19:55:30+00:00,2024-03-12 01:42:00+00:00,W Colorado St/W Elk Ave (San Fernando Rd),CA-134/W Doran St/Ventura Fwy (San Fernando Rd),Feature
Jam,"(-118.2724008659, 34.1161054694)",2024-03-12 01:21:00+00:00,2024-03-12 01:41:00+00:00,I-5/Golden Hwy (Los Feliz Blvd),Griffith Park Blvd/Roble Vista Dr (Los Feliz Blvd),Feature
Road Works,"(-118.2732538083, 34.0744104983)",2024-03-11 21:54:30+00:00,,N Rampart Blvd,N Coronado St,Feature
Jam,"(-118.2716592351, 33.9906934212)",2024-03-12 01:04:30+00:00,2024-03-12 01:41:00+00:00,S San Pedro St,S Main St,Feature
Jam,"(-118.2731076279, 34.1047382454)",2024-03-11 22:39:00+00:00,2024-03-12 01:42:00+00:00,Fountain Ave/Landa St (Hyperion Ave),Rowena Ave (Hyperion Ave),Feature
Jam,"(-118.2755175927, 34.0469567809)",2024-03-12 00:18:30+00:00,2024-03-12 01:43:00+00:00,W Pico Blvd (S Union Ave),Wilshire Blvd (S Union Ave),Feature
Jam,"(-118.2698903182, 33.9815242914)",2024-03-12 01:00:00+00:00,2024-03-12 01:41:00+00:00,S San Pedro St,S Main St,Feature
Jam,"(-118.2725524107, 33.9237159808)",2024-03-12 00:45:00+00:00,2024-03-12 01:41:00+00:00,S Main St (120th St),Avalon Blvd (E 120th St),Feature
Jam,"(-118.2685974935, 33.808174477)",2024-03-12 01:14:30+00:00,2024-03-12 01:41:00+00:00,Avalon Blvd (Sepulveda Blvd),Main St (Sepulveda Blvd),Feature
Jam,"(-118.2679188946, 33.768885449)",2024-03-12 01:14:30+00:00,2024-03-12 01:41:00+00:00,W Water St / N Access Rd,Los Angeles,Feature
Jam,"(-118.2696086863, 34.0677613073)",2024-03-12 01:13:00+00:00,2024-03-12 01:41:00+00:00,Beverly Blvd (S Alvarado St),US-101 (N Alvarado St),Feature
Jam,"(-118.271081219, 34.0367697669)",2024-03-12 01:16:30+00:00,2024-03-12 01:42:00+00:00,exit [12],I-10 E,Feature
Jam,"(-118.2982131043, 33.8597600792)",2024-03-11 21:16:00+00:00,2024-03-12 02:36:00+00:00,Normandie Ave exit [38A],exit [34],Feature
Road Closed,"(-118.265421758, 34.0437461536)",2024-03-10 09:41:29+00:00,2024-03-14 06:59:00+00:00,S Figueroa St (Chick Hearn Ct),CA-110/LA Live Way (Chick Hearn Ct),Feature
Jam,"(-118.2682286897, 33.9555739137)",2024-03-12 01:17:00+00:00,2024-03-12 01:41:00+00:00,Crocker St,Avalon Blvd,Feature
Road Works,"(-118.2651696304, 34.0714909229)",2024-02-27 16:55:00+00:00,,US-101 N,US-101 N,Feature
Jam,"(-118.2719945112, 33.9600558927)",2024-03-12 00:49:30+00:00,2024-03-12 01:42:00+00:00,S Main St (Manchester Ave),Avalon Blvd (Manchester Ave),Feature
Jam,"(-118.2688871721, 34.1458538854)",2024-03-12 01:06:00+00:00,2024-03-12 01:41:00+00:00,San Fernando Rd,S Pacific Ave,Feature
Jam,"(-118.3075538972, 34.1556586379)",2024-03-11 20:29:00+00:00,2024-03-12 01:59:00+00:00,Forest Lawn Dr (CA-134),Pacific Ave (CA-134),Feature
Jam,"(-118.2692144015, 34.0796153703)",2024-03-12 01:19:30+00:00,2024-03-12 01:41:00+00:00,Ellett Pl/Silver Lake Blvd (W Sunset Blvd),CA-2/N Alvarado St (W Sunset Blvd),Feature
Jam,"(-118.2610618272, 34.0688811258)",2024-03-12 01:16:30+00:00,2024-03-12 01:47:00+00:00,W 1st St (Glendale Blvd),CA-2/N Alvarado St (Glendale Blvd),Feature
Jam,"(-118.2599567571, 34.0643535743)",2024-03-12 01:16:30+00:00,2024-03-12 01:47:00+00:00,W 1st St (Glendale Blvd),US-101/Palo Alto St/Hollywood Fwy (Glendale Blvd),Feature
Jam,"(-118.2622312704, 34.0468159348)",2024-03-12 00:56:30+00:00,2024-03-12 01:42:00+00:00,James M Wood Blvd (Figueroa St),Wilshire Blvd (Figueroa St),Feature
Road Closed,"(-118.2591172257, 34.0285863341)",2024-03-08 18:19:00+00:00,,I-10 E,E Washington Blvd,Feature
Jam,"(-118.2584949532, 33.7994492417)",2024-03-12 01:19:00+00:00,2024-03-12 01:41:00+00:00,E Lomita Blvd,Burlington Northern and Santa Fe Railroad,Feature
Jam,"(-118.257837812, 34.0690515135)",2024-03-12 01:16:30+00:00,2024-03-12 01:42:00+00:00,W Edgeware Rd,Glendale Blvd,Feature
Road Closed,"(-118.2576406696, 33.8076433575)",2024-02-20 01:12:00+00:00,,E Sepulveda Blvd,E Pacific St,Feature
Jam,"(-118.258621017, 34.0789099508)",2024-03-12 01:09:00+00:00,2024-03-12 01:41:00+00:00,W Sunset Blvd,Scott Ave,Feature
Jam,"(-118.2570197383, 34.160225139)",2024-03-12 01:20:00+00:00,2024-03-12 01:42:00+00:00,W Kenneth Rd (N Central Ave),W Broadway (Central Ave),Feature
Accident,"(-118.2577519813, 34.0303244184)",2024-03-12 00:17:00+00:00,,Maple Ave/Los Angeles St (I-10),San Pedro St (I-10),Feature
Jam,"(-118.2579678991, 34.1539514252)",2024-03-12 01:20:00+00:00,2024-03-12 01:41:00+00:00,W Broadway (Central Ave),W Kenneth Rd (N Central Ave),Feature
Jam,"(-118.2598347166, 34.0360321782)",2024-03-12 01:19:00+00:00,2024-03-12 01:41:00+00:00,S Main St / W Pico Blvd,Wall St,Feature
Jam,"(-118.2564725676, 34.0149821862)",2024-03-12 01:13:00+00:00,2024-03-12 01:41:00+00:00,E Adams Blvd (S Central Ave),E Vernon Ave (S Central Ave),Feature
Jam,"(-118.2564524511, 33.9943640207)",2024-03-12 00:52:05+00:00,2024-03-12 01:41:00+00:00,E Vernon Ave (S Central Ave),E Gage Ave (Central Ave),Feature
Jam,"(-118.2847135463, 33.9285506445)",2024-03-11 21:28:30+00:00,2024-03-12 01:59:00+00:00,S Hoover St,exit [10],Feature
Jam,"(-118.3128405312, 34.0959688192)",2024-03-11 21:30:30+00:00,2024-03-12 02:59:00+00:00,Sunset Blvd (US-101),CA-110/Pasadena Fwy (US-101),Feature
Jam,"(-118.2690105537, 34.0463465849)",2024-03-11 22:48:02+00:00,2024-03-12 01:43:00+00:00,James M Wood Bl exit [22],exit [23C],Feature
Dangerous Conditions,"(-118.2564014891, 33.9707122893)",2024-03-12 00:24:00+00:00,,S Central Ave,Hooper Ave,Feature
Jam,"(-118.2553970018, 34.0296216451)",2024-03-12 01:16:30+00:00,2024-03-12 01:41:00+00:00,E 16th St,S San Pedro St,Feature
Jam,"(-118.2553594509, 34.0307401613)",2024-03-11 23:05:01+00:00,2024-03-12 01:41:00+00:00,E 9th St (S San Pedro St),E Adams Blvd (S San Pedro St),Feature
Jam,"(-118.2557886043, 34.1592823534)",2024-03-12 01:16:30+00:00,2024-03-12 01:41:00+00:00,San Fernando Valley,N Brand Blvd,Feature
Jam,"(-118.2547116974, 33.809292979)",2024-03-12 01:08:30+00:00,2024-03-12 01:58:00+00:00,I-405/San Diego Fwy (Wilmington Ave),E Lomita Blvd (Wilmington Ave),Feature
Jam,"(-118.2556799749, 34.1077584162)",2024-03-12 01:18:00+00:00,2024-03-12 01:41:00+00:00,Los Angeles,Fletcher Dr / Ripple St,Feature
Jam,"(-118.2541484335, 34.0365055443)",2024-03-12 01:14:00+00:00,2024-03-12 01:41:00+00:00,Wall St (E 11th St),S Main St (11th St),Feature
Jam,"(-118.2538480261, 33.7469677797)",2024-03-12 00:29:30+00:00,2024-03-12 01:41:00+00:00,Terminal Way,Los Angeles,Feature
Jam,"(-118.2526772419, 34.0447600271)",2024-03-12 01:03:00+00:00,2024-03-12 01:44:00+00:00,S Main St (7th St),S Figueroa St (W 7th St),Feature
Jam,"(-118.2602450946, 33.9818756345)",2024-03-12 01:09:30+00:00,2024-03-12 01:41:00+00:00,Avalon Blvd (E Gage Ave),Compton Ave (E Gage Ave),Feature
Jam,"(-118.2515708306, 34.0190376625)",2024-03-12 00:18:30+00:00,2024-03-12 01:43:00+00:00,E 23rd St,E Adams Blvd,Feature
Dangerous Conditions,"(-118.2512167791, 34.0268844761)",2024-03-12 01:09:00+00:00,,San Pedro St (I-10),Central Ave (I-10),Feature
Jam,"(-118.2498984733, 34.0263627764)",2024-03-11 21:30:30+00:00,2024-03-12 02:02:00+00:00,Alameda St (I-10),I-110/CA-110/Harbor Fwy (I-10),Feature
Jam,"(-118.2520308295, 34.0597361337)",2024-03-12 01:17:30+00:00,2024-03-12 01:41:00+00:00,Harbor Freeway & Transit Way / CA-110 N,US-101 N,Feature
Road Closed,"(-118.2470794716, 33.8517804841)",2024-02-20 23:54:00+00:00,,E Helmick St,E Gladwick St,Feature
Jam,"(-118.2629621723, 33.8387516736)",2024-03-11 21:46:00+00:00,2024-03-12 02:25:00+00:00,Avalon Blvd exit [35],Pacific Ave exit [32A],Feature
Jam,"(-118.2520697215, 33.9747584102)",2024-03-12 00:19:00+00:00,2024-03-12 01:43:00+00:00,S Central Ave (Florence Ave),S Alameda St (Florence Ave),Feature
Jam,"(-118.2764550248, 34.1371353436)",2024-03-11 21:38:00+00:00,2024-03-12 03:01:00+00:00,Colorado St (I-5),Riverside Dr (I-5),Feature
Jam,"(-118.2396685281, 34.0172365416)",2024-03-12 01:18:30+00:00,2024-03-12 01:41:00+00:00,E 24th St (Alameda St),I-10/Santa Monica Fwy (Alameda St),Feature
Jam,"(-118.2393305698, 34.0231119105)",2024-03-11 22:22:00+00:00,2024-03-12 01:41:00+00:00,E 7th St (Alameda St),E 24th St (Alameda St),Feature
Jam,"(-118.2390797833, 34.0519563887)",2024-03-12 01:17:00+00:00,2024-03-12 01:41:00+00:00,N Alameda St (E Temple St),N Grand Ave (W Temple St),Feature
Jam,"(-118.2382576862, 33.7746240454)",2024-03-12 00:49:00+00:00,2024-03-12 01:46:00+00:00,Pier B St,Pier A Plz,Feature
Jam,"(-118.2382362285, 34.0039194281)",2024-03-12 01:16:30+00:00,2024-03-12 01:41:00+00:00,S Santa Fe Ave (E Vernon Ave),Compton Ave (E Vernon Ave),Feature
Jam,"(-118.2362701693, 33.9747275478)",2024-03-12 00:54:00+00:00,2024-03-12 01:42:00+00:00,S Alameda St (Florence Ave),Compton Ave (Florence Ave),Feature
Road Works,"(-118.2349974611, 34.0539251768)",2024-03-11 14:53:00+00:00,,Vignes St/Exit 2B (US-101),Alameda St (US-101),Feature
Jam,"(-118.4594487349, 34.0269246975)",2024-03-12 00:15:30+00:00,2024-03-12 03:13:00+00:00,Cloverfield Blvd (I-10),Mateo St/Santa Fe Ave (I-10),Feature
Jam,"(-118.2323809662, 34.0536609382)",2024-03-11 18:48:00+00:00,2024-03-12 02:29:00+00:00,Mission Rd (US-101),Echo Park Ave (US-101),Feature
Jam,"(-118.2302392223, 33.9783941799)",2024-03-12 01:05:00+00:00,2024-03-12 01:41:00+00:00,E Gage Ave (Santa Fe Ave),E Florence Ave (Santa Fe Ave),Feature
Jam,"(-118.2301091352, 34.0203707105)",2024-03-11 23:32:30+00:00,2024-03-12 01:41:00+00:00,I-10/Santa Monica Fwy (Santa Fe Ave),E 37th St (Santa Fe Ave),Feature
Jam,"(-118.2287814417, 34.078335947)",2024-03-11 22:05:30+00:00,2024-03-12 01:59:00+00:00,I-5 (Los Angeles) (West) (CA-110),I-110/I-10/Santa Monica Fwy (CA-110),Feature
Jam,"(-118.2726355591, 34.0429495898)",2024-03-11 22:10:30+00:00,2024-03-12 02:29:00+00:00,I-110/I-10/Santa Monica Fwy (CA-110),I-5 (Los Angeles) (West) (CA-110),Feature
Jam,"(-118.2472699085, 34.0607004446)",2024-03-11 21:30:30+00:00,2024-03-12 01:53:00+00:00,Echo Park Ave (US-101),Mission Rd (US-101),Feature
Accident,"(-118.2285132208, 34.211888497)",2024-03-12 01:07:00+00:00,,La Crescenta Ave (I-210),Ocean View Blvd (I-210),Feature
Accident,"(-118.2245489159, 33.9891900545)",2024-03-11 23:58:00+00:00,,Pacific Blvd (Slauson Ave),Soto St/Miles Ave (Slauson Ave),Feature
Road Closed,"(-118.2231783071, 33.8826232059)",2024-03-11 18:22:00+00:00,,E Bennett St,E Greenleaf Blvd,Feature
Road Closed,"(-118.2230656543, 33.8811614213)",2024-03-11 22:50:00+00:00,,E Greenleaf Blvd,E Bennett St,Feature
Road Closed,"(-118.2208850184, 34.1154872359)",2024-02-23 06:58:30+00:00,,Oban Dr,Alegre Pl,Feature
